round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,4,0,7,0,0.3636,1.0,0.0,0.5333,0.2143
3,5,0,6,0,0.4545,1.0,0.0,0.625,0.4667
4,2,0,9,0,0.1818,1.0,0.0,0.3077,0.3333
5,4,0,7,0,0.3636,1.0,0.0,0.5333,0.5714
6,1,0,10,0,0.0909,1.0,0.0,0.1667,0.9
7,3,0,8,0,0.2727,1.0,0.0,0.4286,0.5833
8,5,0,6,0,0.4545,1.0,0.0,0.625,0.1333
9,2,0,9,0,0.1818,1.0,0.0,0.3077,0.0
10,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4286
11,1,0,10,0,0.0909,1.0,0.0,0.1667,0.0
12,5,0,6,0,0.4545,1.0,0.0,0.625,0.6667
13,2,0,9,0,0.1818,1.0,0.0,0.3077,0.0
14,4,0,7,0,0.3636,1.0,0.0,0.5333,0.6429
15,5,0,6,0,0.4545,1.0,0.0,0.625,0.2667
16,4,0,7,0,0.3636,1.0,0.0,0.5333,0.2857
17,2,0,9,0,0.1818,1.0,0.0,0.3077,0.6111
18,1,0,10,0,0.0909,1.0,0.0,0.1667,0.0
19,2,0,9,0,0.1818,1.0,0.0,0.3077,0.5
20,2,0,9,0,0.1818,1.0,0.0,0.3077,0.0
21,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4643
22,1,0,10,0,0.0909,1.0,0.0,0.1667,0.3
23,6,0,5,0,0.5455,1.0,0.0,0.7059,0.5333
24,3,0,8,0,0.2727,1.0,0.0,0.4286,0.1667
25,1,0,10,0,0.0909,1.0,0.0,0.1667,0.0
26,2,0,9,0,0.1818,1.0,0.0,0.3077,0.5556
27,1,0,10,0,0.0909,1.0,0.0,0.1667,0.5
28,1,0,10,0,0.0909,1.0,0.0,0.1667,0.0
29,2,0,9,0,0.1818,1.0,0.0,0.3077,0.0
30,1,0,10,0,0.0909,1.0,0.0,0.1667,0.4
31,2,0,9,0,0.1818,1.0,0.0,0.3077,0.6667
32,3,0,8,0,0.2727,1.0,0.0,0.4286,0.5
33,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4643
34,4,0,7,0,0.3636,1.0,0.0,0.5333,0.6429
35,2,0,9,0,0.1818,1.0,0.0,0.3077,0.6667
36,4,0,7,0,0.3636,1.0,0.0,0.5333,0.75
38,4,0,7,0,0.3636,1.0,0.0,0.5333,0.8571
39,4,0,7,0,0.3636,1.0,0.0,0.5333,0.5714
40,1,0,10,0,0.0909,1.0,0.0,0.1667,0.9
41,3,0,8,0,0.2727,1.0,0.0,0.4286,0.7917
42,3,0,8,0,0.2727,1.0,0.0,0.4286,1.0
43,2,0,9,0,0.1818,1.0,0.0,0.3077,0.7778
44,2,0,9,0,0.1818,1.0,0.0,0.3077,0.0
45,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
46,6,0,5,0,0.5455,1.0,0.0,0.7059,0.7333
47,4,0,7,0,0.3636,1.0,0.0,0.5333,0.3571
48,1,0,10,0,0.0909,1.0,0.0,0.1667,0.3
49,3,0,8,0,0.2727,1.0,0.0,0.4286,0.25
50,3,0,8,0,0.2727,1.0,0.0,0.4286,0.5
51,3,0,8,0,0.2727,1.0,0.0,0.4286,0.4583
52,5,0,6,0,0.4545,1.0,0.0,0.625,0.6333
53,6,0,5,0,0.5455,1.0,0.0,0.7059,0.4667
54,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
55,2,0,9,0,0.1818,1.0,0.0,0.3077,0.3333
56,4,0,7,0,0.3636,1.0,0.0,0.5333,0.75
57,3,0,8,0,0.2727,1.0,0.0,0.4286,0.5417
58,2,0,9,0,0.1818,1.0,0.0,0.3077,0.2778
59,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4643
60,3,0,8,0,0.2727,1.0,0.0,0.4286,0.5
61,3,0,8,0,0.2727,1.0,0.0,0.4286,0.3333
62,3,0,8,0,0.2727,1.0,0.0,0.4286,0.375
